80
10
330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,330,76,76,76,76,76,76,76,76,76,76,76,-1,-1,-1,-1,-1,85,175,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,517,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,254,254,212,85,175,-1,-1,-1,-1,-1,-1,-1,-1,129,-1,-1,-1,-1,131,-1,-1,340,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,330,-1,-1,69,-1,-1,220,221,222,223,-1,-1,252,430,430,256,131,225,226,-1,-1,-1,169,-1,-1,-1,129,86,86,86,86,86,-1,-1,340,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,330,-1,-1,-1,-1,-1,264,265,266,267,-1,-1,-1,-1,-1,-1,131,253,254,254,254,255,-1,-1,69,-1,129,-1,165,166,167,131,-1,-1,340,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,330,282,282,282,282,-1,308,309,310,311,328,332,-1,69,69,-1,131,340,298,298,298,299,300,-1,-1,169,129,-1,-1,-1,-1,131,39,40,340,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,418,242,242,242,242,282,282,353,354,355,328,332,-1,-1,-1,-1,131,357,298,298,298,298,344,-1,38,39,129,39,40,-1,-1,131,83,84,340,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,464,242,242,242,242,242,282,397,398,399,328,332,135,135,-1,2,131,401,298,298,298,298,344,-1,82,83,129,83,84,261,262,262,262,262,473,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,330,330,330,330,330,330,330,330,330,330,330,330,427,427,427,427,131,427,342,342,342,342,475,254,254,254,254,254,254,473,342,342,342,342,342,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,330,330,330,330,330,330,330,330,330,330,330,330,330,471,471,471,471,131,471,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,342,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
